Parameters,L_v,Prasath,Trap,IMEX2,Daitche,IMEX4,DIRK4
"{'t_0: 0.0, t_f: 1.0, y_0: [0. 0.], v_0: (0.05, 0.0), R: [0.33333333 0.77777778 1.         1.33333333 2.33333333], S: 0.09999999999999999'}",[ 26  51 101 251 501],"[5.87983457e-04 3.46839984e-05 6.48074916e-06 6.75771277e-07
 1.21093023e-07]","[8.98388288e-03 2.54551968e-03 6.54992793e-04 1.06051376e-04
 2.66103905e-05]","[7.36210043e-03 2.10164190e-03 5.40930806e-04 8.76449902e-05
 2.20008604e-05]","[1.09109949e-03 1.63960086e-04 2.39774256e-05 1.91333442e-06
 2.89797104e-07]","[2.54182535e-03 2.87213878e-04 2.16027438e-05 6.27617263e-07
 4.11739910e-08]","[2.54233942e-03 2.87200323e-04 2.16004099e-05 6.27474760e-07
 4.11599388e-08]"
